speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
F,,6,Did Amanda murmur that Cole celebrated his friend's birthday?,27,murmur,Cole celebrated his friend's birthday,Ashley,0.76,stim,1076,1.29035
M,,6,Is Cynthia troubled that Allen went to the museum?,28,trouble,Allen went to the museum,Christopher,0.55,stim,887,1.29035
F,,6,Is Ruth thrilled that Danny ate the last cupcake?,29,thrill,Danny ate the last cupcake,Helen,0.71,stim,958,1.29035
M,,6,Did Todd play football in high school?,30,,Todd played football in high school,Thomas,0.59,control,943,1.29035
M,,6,Did Anna express that Jon went out for dinner?,31,express,Jon went out for dinner,Steven,0.65,stim,1993,1.29035
M,,6,Did Laura love that Owen shoveled snow last winter?,32,love,Owen shoveled snow last winter,David,0.73,stim,1037,1.29035
M,,6,Did Nicole verify that Charley spilled the wine?,33,verify,Charley spilled the wine,Paul,0.58,stim,1066,1.29035
F,,6,Did Melissa gossip that Jackson ran 10 miles?,34,gossip,Jackson ran 10 miles,Sandra,0.75,stim,1309,1.29035
M,,6,Is Eli pained that Olivia left her job?,35,pain,Olivia left her job,Matthew,0.57,stim,973,1.29035
,Jennifer,7,bot_check,1,,,,Jennifer,,0,7.8991
M,,7,Is Kaitlin irritated that Tony had a drink last night?,3,irritate,Tony had a drink last night,William,1,stim,16422,7.8991
F,,7,Is Heather offended that Jon went out for dinner?,4,offend,Jon went out for dinner,Jennifer,1,stim,10099,7.8991
M,,7,Did Todd play football in high school?,5,,Todd played football in high school,Steven,0.16,control,16510,7.8991
F,,7,Is Brenda thrilled that Jason made a cake?,6,thrill,Jason made a cake,Elizabeth,1,stim,80171,7.8991
F,,7,Did Shirley expose that Dylan argued with his parents?,7,expose,Dylan argued with his parents,Susan,1,stim,12382,7.8991
F,,7,Is Scott charmed that Valerie booked the venue?,8,charm,Valerie booked the venue,Carol,1,stim,10855,7.8991
F,,7,Is Kathleen shocked that Louis went swimming?,9,shock,Louis went swimming,Helen,1,stim,11263,7.8991
M,,7,Is Manuel embarrassed that Courtney woke up early yesterday?,10,embarrass,Courtney woke up early yesterday,Matthew,1,stim,14285,7.8991
F,,7,Is Sharon alarmed that Connor fell from a tree?,11,alarm,Connor fell from a tree,Linda,0.76,stim,7784,7.8991
F,,7,Did Kevin gossip that Emilia looked after the kids?,12,gossip,Emilia looked after the kids,Lisa,0.2,stim,28062,7.8991
M,,7,Was Hendrick's car expensive?,13,,Hendrick's car was expensive,David,0,control,7690,7.8991
M,,7,Is Dennis amused that Zoe calculated the tip?,14,amuse,Zoe calculated the tip,George,0.84,stim,6622,7.8991
F,,7,Did Laura pray that Josh learned to ride a bike yesterday?,15,pray,Josh learned to ride a bike yesterday,Ashley,0.13,stim,12876,7.8991
M,,7,Did Justin celebrate that Emily bought a car yesterday?,16,celebrate,Emily bought a car yesterday,James,1,stim,5180,7.8991
M,,7,Is Vanessa good at math?,17,,Vanessa is good at math,Robert,0,control,5304,7.8991
M,,7,Did Francisco compute that Natasha got a promotion?,18,compute,Natasha got a promotion,Richard,0.36,stim,12143,7.8991
M,,7,Is Mary's aunt sick?,19,,Mary's aunt is sick,Mark,0,control,5298,7.8991
M,,7,Is Andrew aggravated that Mia drank 2 cocktails last night?,20,aggravate,Mia drank 2 cocktails last night,Logan,0.85,stim,11906,7.8991
F,,7,Did Colby murmur that Mary planted a tree?,21,murmur,Mary planted a tree,Nancy,0.33,stim,8371,7.8991
F,,7,Did Amy simulate that Frank got a cat?,22,simulate,Frank got a cat,Margaret,0.3,stim,10307,7.8991
M,,7,Is Zack coming to the meeting tomorrow?,23,,Zack is coming to the meeting tomorrow,Christopher,0.15,control,8709,7.8991
F,,7,Did Stephanie argue that Jackson ran 10 miles?,24,argue,Jackson ran 10 miles,Jessica,0.76,stim,8277,7.8991
F,,7,Did Anna express that Cole celebrated his friend's birthday?,25,express,Cole celebrated his friend's birthday,Sarah,1,stim,21735,7.8991
F,,7,Did Ray resent that Isabella ate a steak on Sunday?,26,resent,Isabella ate a steak on Sunday,Karen,1,stim,5693,7.8991
F,,7,Did Madison have a baby?,27,,Madison had a baby,Michelle,0.25,control,5150,7.8991
F,,7,Is Alan disgusted that Molly attended a conference last week?,28,disgust,Molly attended a conference last week,Dorothy,1,stim,5996,7.8991
F,,7,Is Amanda fascinated that Danny ate the last cupcake?,29,facinate,Danny ate the last cupcake,Sandra,1,stim,4058,7.8991
M,,7,Is Patrick promised that Emma studied on Saturday morning?,30,promise,Emma studied on Saturday morning,Kenneth,0.69,stim,10674,7.8991
F,,7,Did Jerry squeal that Audrey went to a party?,31,squeal,Audrey went to a party,Kimberly,1,stim,4636,7.8991
M,,7,Did Nicole dictate that Jayden rented a car?,32,dictate,Jayden rented a car,Thomas,1,stim,5047,7.8991
F,,7,Did Catherine love that Charley spilled the wine?,33,love,Charley spilled the wine,Donna,1,stim,4505,7.8991
M,,7,Did Rebecca ignore that Fred missed the train?,34,ignore,Fred missed the train,Paul,1,stim,3276,7.8991
F,,7,Did Noah write that Josie went on vacation to France?,35,write,Josie went on vacation to France,Betty,0.59,stim,9142,7.8991
,Linda,8,bot_check,1,,,,Linda,,0,7.188716666666667
M,,8,Did Manuel shout that Emilia looked after the kids?,3,shout,Emilia looked after the kids,Logan,0.23,stim,23338,7.188716666666667
F,,8,Is Mary's aunt sick?,4,,Mary's aunt is sick,Sarah,0.28,control,9928,7.188716666666667
F,,8,Did Brian elaborate that Mary planted a tree?,5,elaborate,Mary planted a tree,Margaret,0.42,stim,15073,7.188716666666667
F,,8,Did Kevin tweet that Zoe calculated the tip?,6,tweet,Zoe calculated the tip,Michelle,0.3,stim,16614,7.188716666666667
F,,8,Is Dennis tortured that Emily bought a car yesterday?,7,torture,Emily bought a car yesterday,Karen,0.67,stim,15435,7.188716666666667
M,,8,Did Anna write that Lucas bought new shoes?,8,write,Lucas bought new shoes,Thomas,0.39,stim,11305,7.188716666666667
M,,8,Did Todd play football in high school?,9,,Todd played football in high school,George,0.05,control,11216,7.188716666666667
F,,8,Is Shirley promised that Allen went to the museum?,10,promise,Allen went to the museum,Susan,0.42,stim,18468,7.188716666666667
F,,8,Was Hendrick's car expensive?,11,,Hendrick's car was expensive,Carol,0.23,control,7239,7.188716666666667
M,,8,Is Rebecca pained that Jackson ran 10 miles?,12,pain,Jackson ran 10 miles,Kenneth,0.83,stim,8862,7.188716666666667
M,,8,Did Alan scream that Olivia left her job?,13,scream,Olivia left her job,Matthew,0.33,stim,10672,7.188716666666667
M,,8,Did Laura simulate that Jason made a cake?,14,simulate,Jason made a cake,Mark,0.41,stim,15224,7.188716666666667
M,,8,Did Scott gossip that Grace visited her sister?,15,gossip,Grace visited her sister,Richard,0.58,stim,12713,7.188716666666667
F,,8,Did Madison have a baby?,16,,Madison had a baby,Sandra,0.21,control,6860,7.188716666666667
F,,8,Is Sharon offended that Connor fell from a tree?,17,offend,Connor fell from a tree,Dorothy,0.79,stim,8893,7.188716666666667
F,,8,Is Eli charmed that Audrey went to a party?,18,charm,Audrey went to a party,Helen,0.85,stim,9668,7.188716666666667
F,,8,Did Kaitlin think that Jayden rented a car?,19,think,Jayden rented a car,Lisa,0.23,stim,9414,7.188716666666667
F,,8,Did Andrew retract that Courtney woke up early yesterday?,20,retract,Courtney woke up early yesterday,Jennifer,0.13,stim,17464,7.188716666666667
F,,8,Did Ray compute that Isabella ate a steak on Sunday?,21,compute,Isabella ate a steak on Sunday,Donna,0.33,stim,8764,7.188716666666667
M,,8,Is Ben distressed that Molly attended a conference last week?,22,distress,Molly attended a conference last week,Steven,0.91,stim,9081,7.188716666666667
F,,8,Is Amy thrilled that Cole celebrated his friend's birthday?,23,thrill,Cole celebrated his friend's birthday,Ashley,0.85,stim,7785,7.188716666666667
M,,8,Is Amanda amused that Josh learned to ride a bike yesterday?,24,amuse,Josh learned to ride a bike yesterday,Paul,0.92,stim,10166,7.188716666666667
F,,8,Did Colby testify that Josie went on vacation to France?,25,testify,Josie went on vacation to France,Elizabeth,0.34,stim,7317,7.188716666666667
F,,8,Is Nicole excited that Fred missed the train?,26,excite,Fred missed the train,Linda,0.93,stim,7811,7.188716666666667
F,,8,Is Justin disgusted that Natasha got a promotion?,27,disgust,Natasha got a promotion,Betty,0.89,stim,6647,7.188716666666667
F,,8,Did Heather whine that Charley spilled the wine?,28,whine,Charley spilled the wine,Kimberly,0.63,stim,9487,7.188716666666667
M,,8,Did Noah expose that Hannah called her parents?,29,expose,Hannah called her parents,David,0.8,stim,7819,7.188716666666667
F,,8,Is Zack coming to the meeting tomorrow?,30,,Zack is coming to the meeting tomorrow,Nancy,0.06,control,6888,7.188716666666667
M,,8,Did Jerry argue that Valerie booked the venue?,31,argue,Valerie booked the venue,James,0.3,stim,6777,7.188716666666667
M,,8,Did Brenda bet that Jon went out for dinner?,32,bet,Jon went out for dinner,Christopher,0.3,stim,7863,7.188716666666667
M,,8,Did Regina verify that Louis went swimming?,33,verify,Louis went swimming,William,0.37,stim,6636,7.188716666666667
F,,8,Did Melissa joke that Julian cleaned his room?,34,joke,Julian cleaned his room,Jessica,0.37,stim,8785,7.188716666666667
M,,8,Is Vanessa good at math?,35,,Vanessa is good at math,Robert,0.01,control,4411,7.188716666666667
,Margaret,9,bot_check,1,,,,Margaret,,0,6.559366666666667
M,,9,Is Francisco charmed that Olivia left her job?,3,charm,Olivia left her job,Christopher,0.97,stim,16119,6.559366666666667
F,,9,Is Kaitlin disgusted that Jason made a cake?,4,disgust,Jason made a cake,Michelle,0.97,stim,16124,6.559366666666667
M,,9,Did Patrick resent that Grace visited her sister?,5,resent,Grace visited her sister,Mark,0.99,stim,8626,6.559366666666667
M,,9,Did Stephanie scream that Jackson ran 10 miles?,6,scream,Jackson ran 10 miles,William,0.98,stim,7682,6.559366666666667
F,,9,Is Sharon thrilled that Jayden rented a car?,7,thrill,Jayden rented a car,Karen,0.98,stim,7344,6.559366666666667
F,,9,Did Jerry tweet that Zoe calculated the tip?,8,tweet,Zoe calculated the tip,Ashley,0,stim,19812,6.559366666666667
F,,9,Is Mary's aunt sick?,9,,Mary's aunt is sick,Susan,0,control,5882,6.559366666666667
F,,9,Did Alan express that Isabella ate a steak on Sunday?,10,express,Isabella ate a steak on Sunday,Lisa,0.02,stim,9145,6.559366666666667
M,,9,Is Amanda distressed that Connor fell from a tree?,11,distress,Connor fell from a tree,Robert,0.97,stim,8519,6.559366666666667
M,,9,Is Nicole offended that Dylan argued with his parents?,12,offend,Dylan argued with his parents,Logan,0.96,stim,9353,6.559366666666667
M,,9,Is Shirley pained that Frank got a cat?,13,pain,Frank got a cat,Kenneth,0.99,stim,6720,6.559366666666667
M,,9,Did Manuel enjoy that Emilia looked after the kids?,14,enjoy,Emilia looked after the kids,Paul,0.99,stim,14000,6.559366666666667
F,,9,Did Noah dictate that Hannah called her parents?,15,dictate,Hannah called her parents,Helen,0.48,stim,13216,6.559366666666667
M,,9,Did Amy simulate that Fred missed the train?,16,simulate,Fred missed the train,Richard,0,stim,9267,6.559366666666667
M,,9,Is Vanessa good at math?,17,,Vanessa is good at math,James,0.03,control,5947,6.559366666666667
F,,9,Is Tim fascinated that Mia drank 2 cocktails last night?,18,facinate,Mia drank 2 cocktails last night,Kimberly,0.98,stim,6095,6.559366666666667
F,,9,Did Madison have a baby?,19,,Madison had a baby,Jessica,0.01,control,4302,6.559366666666667
F,,9,Is Melissa promised that Charley spilled the wine?,20,promise,Charley spilled the wine,Sandra,0.02,stim,14576,6.559366666666667
M,,9,Is Zack coming to the meeting tomorrow?,21,,Zack is coming to the meeting tomorrow,David,0,control,4740,6.559366666666667
M,,9,Did Ben shout that Courtney woke up early yesterday?,22,shout,Courtney woke up early yesterday,Steven,0.01,stim,8788,6.559366666666667
F,,9,Did Ruth joke that Julian cleaned his room?,23,joke,Julian cleaned his room,Betty,0.02,stim,6461,6.559366666666667
M,,9,Did Bobby write that Danielle painted her room?,24,write,Danielle painted her room,Thomas,0.03,stim,9050,6.559366666666667
F,,9,Did Catherine argue that Lucas bought new shoes?,25,argue,Lucas bought new shoes,Jennifer,0.02,stim,5581,6.559366666666667
F,,9,Did Cynthia expose that Allen went to the museum?,26,expose,Allen went to the museum,Linda,0.03,stim,6323,6.559366666666667
M,,9,Did Kevin suppose that Valerie booked the venue?,27,suppose,Valerie booked the venue,George,0.04,stim,5749,6.559366666666667
F,,9,Was Hendrick's car expensive?,28,,Hendrick's car was expensive,Margaret,0.02,control,4410,6.559366666666667
F,,9,Is Anna tortured that Danny ate the last cupcake?,29,torture,Danny ate the last cupcake,Carol,1,stim,11184,6.559366666666667
M,,9,Did Rebecca envision that Josh learned to ride a bike yesterday?,30,envision,Josh learned to ride a bike yesterday,Matthew,0.03,stim,8561,6.559366666666667
F,,9,Did Todd play football in high school?,31,,Todd played football in high school,Elizabeth,0.01,control,3608,6.559366666666667
F,,9,Did Ray whine that Emily bought a car yesterday?,32,whine,Emily bought a car yesterday,Donna,0.02,stim,6206,6.559366666666667
F,,9,Did Justin require that Sophia got a tattoo?,33,require,Sophia got a tattoo,Nancy,0.03,stim,12677,6.559366666666667
F,,9,Did Heather testify that Owen shoveled snow last winter?,34,testify,Owen shoveled snow last winter,Dorothy,0,stim,5866,6.559366666666667
F,,9,Did Laura fantasize that Louis went swimming?,35,fantasize,Louis went swimming,Sarah,0,stim,4692,6.559366666666667
,Jessica,10,bot_check,1,,,,Jessica,,0,5.0572
F,,10,Did Dennis write that Mary planted a tree?,3,write,Mary planted a tree,Kimberly,0.73,stim,7039,5.0572
M,,10,Did Heather gossip that Jon went out for dinner?,4,gossip,Jon went out for dinner,George,1,stim,6609,5.0572
M,,10,Did Todd play football in high school?,5,,Todd played football in high school,Kenneth,0,control,6195,5.0572
F,,10,Did Alan retract that Valerie booked the venue?,6,retract,Valerie booked the venue,Donna,0.97,stim,3575,5.0572
F,,10,Did Scott fantasize that Zoe calculated the tip?,7,fantasize,Zoe calculated the tip,Dorothy,1,stim,4590,5.0572
M,,10,Did Andrew envision that Emma studied on Saturday morning?,8,envision,Emma studied on Saturday morning,Matthew,0.99,stim,2730,5.0572
M,,10,Did Ben elaborate that Mia drank 2 cocktails last night?,9,elaborate,Mia drank 2 cocktails last night,Paul,1,stim,26421,5.0572
F,,10,Is Colby pained that Sophia got a tattoo?,10,pain,Sophia got a tattoo,Sandra,0,stim,14399,5.0572
F,,10,Is Regina offended that Louis went swimming?,11,offend,Louis went swimming,Betty,0,stim,12940,5.0572
F,,10,Is Francisco thrilled that Olivia left her job?,12,thrill,Olivia left her job,Helen,0.97,stim,9099,5.0572
M,,10,Is Vanessa good at math?,13,,Vanessa is good at math,Christopher,1,control,17791,5.0572
F,,10,Did Amanda require that Charley spilled the wine?,14,require,Charley spilled the wine,Margaret,1,stim,8549,5.0572
F,,10,Was Hendrick's car expensive?,15,,Hendrick's car was expensive,Linda,0,control,6299,5.0572
F,,10,Did Amy resent that Lucas bought new shoes?,16,resent,Lucas bought new shoes,Susan,0.97,stim,6161,5.0572
F,,10,Is Cynthia disgusted that Jackson ran 10 miles?,17,disgust,Jackson ran 10 miles,Nancy,1,stim,3010,5.0572
F,,10,Did Tim celebrate that Josie went on vacation to France?,18,celebrate,Josie went on vacation to France,Sarah,0,stim,2500,5.0572
M,,10,Did Catherine love that Connor fell from a tree?,19,love,Connor fell from a tree,James,0.99,stim,2720,5.0572
M,,10,Did Madison have a baby?,20,,Madison had a baby,Thomas,0.98,control,4559,5.0572
F,,10,Is Manuel promised that Isabella ate a steak on Sunday?,21,promise,Isabella ate a steak on Sunday,Ashley,0,stim,2810,5.0572
F,,10,Did Brenda squeal that Owen shoveled snow last winter?,22,squeal,Owen shoveled snow last winter,Elizabeth,1,stim,2760,5.0572
F,,10,Is Nicole excited that Tony had a drink last night?,23,excite,Tony had a drink last night,Michelle,0,stim,3019,5.0572
F,,10,Is Kaitlin distressed that Cole celebrated his friend's birthday?,24,distress,Cole celebrated his friend's birthday,Lisa,1,stim,3383,5.0572
M,,10,Did Anna cringe that Jason made a cake?,25,cringe,Jason made a cake,Robert,1,stim,2667,5.0572
M,,10,Did Melissa tweet that Danny ate the last cupcake?,26,tweet,Danny ate the last cupcake,David,1,stim,2900,5.0572
F,,10,Is Zack coming to the meeting tomorrow?,27,,Zack is coming to the meeting tomorrow,Jessica,1,control,2919,5.0572
F,,10,Is Mary's aunt sick?,28,,Mary's aunt is sick,Jennifer,1,control,3031,5.0572
M,,10,Did Stephanie shout that Dylan argued with his parents?,29,shout,Dylan argued with his parents,Mark,1,stim,3079,5.0572
F,,10,Did Shirley anticipate that Frank got a cat?,30,anticipate,Frank got a cat,Carol,1,stim,3479,5.0572
M,,10,Is Noah shocked that Hannah called her parents?,31,shock,Hannah called her parents,Richard,0,stim,3086,5.0572
M,,10,Is Kathleen troubled that Josh learned to ride a bike yesterday?,32,trouble,Josh learned to ride a bike yesterday,William,1,stim,3265,5.0572
