workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,error
151,experiment,thrill,Zoe calculated the tip,stim,,yes,6366,39,F,Susan,Is Dennis thrilled that Zoe calculated the tip?,
151,experiment,simulate,Julian cleaned his room,stim,,no,5216,40,F,Helen,Did Stephanie simulate that Julian cleaned his room?,
151,experiment,torture,Courtney woke up early yesterday,stim,,yes,4950,41,F,Linda,Is Brian tortured that Courtney woke up early yesterday?,
78,experiment,,,,,5b0ec9ad30d56200015583e6,0,1,,,,
78,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
78,experiment,surprise,Charley spilled the wine,stim,,yes,4979,9,F,Kimberly,Is Cynthia surprised that Charley spilled the wine?,
78,experiment,,Zack is coming to the meeting tomorrow,control,,no,3647,10,F,Dorothy,Is Zack coming to the meeting tomorrow?,
78,experiment,charm,Allen went to the museum,stim,,yes,5355,11,M,Steven,Is Laura charmed that Allen went to the museum?,
78,experiment,,Mary's aunt is sick,control,,no,3564,12,F,Elizabeth,Is Mary's aunt sick?,
78,experiment,expose,Frank got a cat,stim,,yes,5475,13,F,Donna,Did Amy expose that Frank got a cat?,
78,experiment,testify,Lucas bought new shoes,stim,,yes,7431,14,F,Linda,Did Amanda testify that Lucas bought new shoes?,
78,experiment,elaborate,Jackson ran 10 miles,stim,,yes,4170,15,F,Sandra,Did Stephanie elaborate that Jackson ran 10 miles?,
78,experiment,embarrass,Valerie booked the venue,stim,,yes,5339,16,F,Lisa,Is Alan embarrassed that Valerie booked the venue?,
78,experiment,pray,Mary planted a tree,stim,,no,6700,17,M,Christopher,Did Francisco pray that Mary planted a tree?,
78,experiment,scream,Jason made a cake,stim,,yes,4278,18,F,Carol,Did Kathleen scream that Jason made a cake?,
78,experiment,suppose,Hannah called her parents,stim,,yes,7435,19,F,Margaret,Did Tim suppose that Hannah called her parents?,
78,experiment,,Vanessa is good at math,control,,no,2381,20,F,Susan,Is Vanessa good at math?,
78,experiment,alarm,Courtney woke up early yesterday,stim,,yes,5311,21,M,James,Is Noah alarmed that Courtney woke up early yesterday?,
78,experiment,love,Mia drank 2 cocktails last night,stim,,yes,4860,22,F,Ashley,Did Manuel love that Mia drank 2 cocktails last night?,
78,experiment,require,Danielle painted her room,stim,,yes,6851,23,F,Karen,Did Kevin require that Danielle painted her room?,
78,experiment,thrill,Josh learned to ride a bike yesterday,stim,,yes,4827,24,M,George,Is Ruth thrilled that Josh learned to ride a bike yesterday?,
78,experiment,weep,Julian cleaned his room,stim,,yes,3968,25,M,David,Did Nicole weep that Julian cleaned his room?,
78,experiment,,Madison had a baby,control,,no,2435,26,M,Thomas,Did Madison have a baby?,
78,experiment,whine,Owen shoveled snow last winter,stim,,yes,5148,27,M,Robert,Did Kaitlin whine that Owen shoveled snow last winter?,
78,experiment,compute,Grace visited her sister,stim,,yes,6553,28,F,Michelle,Did Eli compute that Grace visited her sister?,
78,experiment,,Hendrick's car was expensive,control,,no,3712,29,M,William,Was Hendrick's car expensive?,
78,experiment,bet,Dylan argued with his parents,stim,,yes,9662,30,M,Mark,Did Shirley bet that Dylan argued with his parents?,
78,experiment,insult,Isabella ate a steak on Sunday,stim,,yes,3423,31,F,Betty,Is Bobby insulted that Isabella ate a steak on Sunday?,
78,experiment,torture,Louis went swimming,stim,,yes,6968,32,F,Helen,Is Regina tortured that Louis went swimming?,
78,experiment,,Todd played football in high school,control,,no,2984,33,F,Sarah,Did Todd play football in high school?,
78,experiment,promise,Josie went on vacation to France,stim,,no,4999,34,F,Nancy,Did Brian promise that Josie went on vacation to France?,
78,experiment,irritate,Emily bought a car yesterday,stim,,yes,5152,35,M,Logan,Is Jerry irritated that Emily bought a car yesterday?,
78,experiment,dictate,Jayden rented a car,stim,,no,3881,36,M,Paul,Did Brenda dictate that Jayden rented a car?,
78,experiment,celebrate,Natasha got a promotion,stim,,yes,3760,37,M,Richard,Did Justin celebrate that Natasha got a promotion?,
78,experiment,aggravate,Olivia left her job,stim,,yes,3538,38,F,Jessica,Is Ray aggravated that Olivia left her job?,
78,experiment,write,Cole celebrated his friend's birthday,stim,,yes,6585,39,M,Kenneth,Did Rebecca write that Cole celebrated his friend's birthday?,
78,experiment,express,Sophia got a tattoo,stim,,yes,5550,40,F,Jennifer,Did Andrew express that Sophia got a tattoo?,
78,experiment,resent,Fred missed the train,stim,,yes,4564,41,M,Matthew,Did Melissa resent that Fred missed the train?,
36,experiment,,,,,5a8ce1fcae9a0b0001aa2d11,0,1,,,,
36,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
36,experiment,charm,Julian cleaned his room,stim,,no,3816,9,M,Christopher,Is Anna charmed that Julian cleaned his room?,
36,experiment,expose,Emma studied on Saturday morning,stim,,no,3998,10,M,Mark,Did Ray expose that Emma studied on Saturday morning?,
36,experiment,,Mary's aunt is sick,control,,no,2455,11,F,Linda,Is Mary's aunt sick?,
36,experiment,distress,Josie went on vacation to France,stim,,no,3139,12,F,Carol,Is Francisco distressed that Josie went on vacation to France?,
36,experiment,fantasize,Mary planted a tree,stim,,no,3935,13,F,Michelle,Did Dennis fantasize that Mary planted a tree?,
36,experiment,feel,Emilia looked after the kids,stim,,no,2631,14,F,Susan,Did Alan feel that Emilia looked after the kids?,
36,experiment,,Zack is coming to the meeting tomorrow,control,,no,2359,15,F,Helen,Is Zack coming to the meeting tomorrow?,
36,experiment,love,Jayden rented a car,stim,,no,Late,16,M,Thomas,Did Rebecca love that Jayden rented a car?,
36,experiment,write,Connor fell from a tree,stim,,no,1663,17,F,Kimberly,Did Catherine write that Connor fell from a tree?,
36,experiment,torture,Isabella ate a steak on Sunday,stim,,no,3422,18,M,Paul,Is Tim tortured that Isabella ate a steak on Sunday?,
36,experiment,retract,Jon went out for dinner,stim,,no,3130,19,M,George,Did Amanda retract that Jon went out for dinner?,
36,experiment,bet,Sophia got a tattoo,stim,,no,2903,20,F,Dorothy,Did Andrew bet that Sophia got a tattoo?,
36,experiment,celebrate,Mia drank 2 cocktails last night,stim,,no,3591,21,F,Elizabeth,Did Eli celebrate that Mia drank 2 cocktails last night?,
36,experiment,suppose,Molly attended a conference last week,stim,,no,3134,22,F,Karen,Did Kevin suppose that Molly attended a conference last week?,
36,experiment,facinate,Frank got a cat,stim,,yes,4270,23,M,James,Is Sharon fascinated that Frank got a cat?,
36,experiment,,Todd played football in high school,control,,no,2063,24,F,Jennifer,Did Todd play football in high school?,
36,experiment,tweet,Cole celebrated his friend's birthday,stim,,yes,4208,25,F,Margaret,Did Kathleen tweet that Cole celebrated his friend's birthday?,
36,experiment,surprise,Jackson ran 10 miles,stim,,yes,3430,26,F,Betty,Is Melissa surprised that Jackson ran 10 miles?,
36,experiment,envision,Charley spilled the wine,stim,,no,2447,27,M,William,Did Regina envision that Charley spilled the wine?,
36,experiment,irritate,Valerie booked the venue,stim,,yes,2776,28,F,Donna,Is Noah irritated that Valerie booked the venue?,
36,experiment,express,Louis went swimming,stim,,yes,3280,29,M,Steven,Did Kaitlin express that Louis went swimming?,
36,experiment,,Hendrick's car was expensive,control,,no,1640,30,F,Ashley,Was Hendrick's car expensive?,
36,experiment,require,Lucas bought new shoes,stim,,yes,4824,31,F,Sandra,Did Laura require that Lucas bought new shoes?,
36,experiment,ignore,Courtney woke up early yesterday,stim,,yes,2535,32,F,Sarah,Did Scott ignore that Courtney woke up early yesterday?,
36,experiment,cringe,Jason made a cake,stim,,no,7712,33,M,Logan,Did Brenda cringe that Jason made a cake?,
36,experiment,trouble,Allen went to the museum,stim,,yes,1584,34,F,Jessica,Is Amy troubled that Allen went to the museum?,
36,experiment,insult,Hannah called her parents,stim,,yes,2047,35,F,Nancy,Is Patrick insulted that Hannah called her parents?,
36,experiment,,Vanessa is good at math,control,,no,1191,36,M,Richard,Is Vanessa good at math?,
36,experiment,alarm,Tony had a drink last night,stim,,yes,1528,37,F,Lisa,Is Ruth alarmed that Tony had a drink last night?,
36,experiment,argue,Olivia left her job,stim,,yes,2872,38,M,Robert,Did Manuel argue that Olivia left her job?,
36,experiment,,Madison had a baby,control,,no,1016,39,M,Matthew,Did Madison have a baby?,
36,experiment,anticipate,Audrey went to a party,stim,,yes,2064,40,M,David,Did Brian anticipate that Audrey went to a party?,
36,experiment,weep,Emily bought a car yesterday,stim,,yes,1375,41,M,Kenneth,Did Bobby weep that Emily bought a car yesterday?,
121,experiment,,,,,5f5d89dda340225e0c060414,0,1,,,,
121,experiment,,,,Jessica,Jessica,0,2,,,bot_check,
121,experiment,fantasize,Allen went to the museum,stim,,no,6938,9,M,David,Did Amanda fantasize that Allen went to the museum?,
121,experiment,,Zack is coming to the meeting tomorrow,control,,no,4056,10,F,Betty,Is Zack coming to the meeting tomorrow?,
121,experiment,squeal,Josh learned to ride a bike yesterday,stim,,yes,5210,11,F,Jennifer,Did Laura squeal that Josh learned to ride a bike yesterday?,
121,experiment,facinate,Jason made a cake,stim,,yes,3740,12,M,Robert,Is Ruth fascinated that Jason made a cake?,
121,experiment,express,Jackson ran 10 miles,stim,,no,3291,13,M,Richard,Did Kathleen express that Jackson ran 10 miles?,
121,experiment,enjoy,Charley spilled the wine,stim,,yes,3820,14,M,Mark,Did Anna enjoy that Charley spilled the wine?,
121,experiment,insult,Emily bought a car yesterday,stim,,yes,3789,15,F,Nancy,Is Ray insulted that Emily bought a car yesterday?,
121,experiment,irritate,Molly attended a conference last week,stim,,yes,5242,16,M,Kenneth,Is Scott irritated that Molly attended a conference last week?,
121,experiment,pain,Sophia got a tattoo,stim,,yes,4995,17,M,James,Is Brian pained that Sophia got a tattoo?,
121,experiment,love,Courtney woke up early yesterday,stim,,yes,4030,18,M,Paul,Did Noah love that Courtney woke up early yesterday?,
121,experiment,anticipate,Fred missed the train,stim,,yes,6134,19,F,Lisa,Did Nicole anticipate that Fred missed the train?,
121,experiment,,Madison had a baby,control,,no,2077,20,M,Christopher,Did Madison have a baby?,
121,experiment,surprise,Emilia looked after the kids,stim,,yes,3747,21,F,Susan,Is Alan surprised that Emilia looked after the kids?,
121,experiment,retract,Hannah called her parents,stim,,no,9116,22,F,Margaret,Did Patrick retract that Hannah called her parents?,
121,experiment,celebrate,Frank got a cat,stim,,yes,3144,23,F,Elizabeth,Did Kaitlin celebrate that Frank got a cat?,
121,experiment,verify,Cole celebrated his friend's birthday,stim,,no,4246,24,F,Kimberly,Did Amy verify that Cole celebrated his friend's birthday?,
121,experiment,,Todd played football in high school,control,,no,2199,25,F,Sarah,Did Todd play football in high school?,
121,experiment,,Mary's aunt is sick,control,,no,1594,26,F,Ashley,Is Mary's aunt sick?,
121,experiment,distress,Natasha got a promotion,stim,,yes,3899,27,F,Dorothy,Is Francisco distressed that Natasha got a promotion?,
121,experiment,aggravate,Zoe calculated the tip,stim,,yes,2910,28,F,Jessica,Is Jerry aggravated that Zoe calculated the tip?,
121,experiment,gossip,Julian cleaned his room,stim,,no,3165,29,M,Thomas,Did Shirley gossip that Julian cleaned his room?,
121,experiment,,Vanessa is good at math,control,,no,1661,30,M,Matthew,Is Vanessa good at math?,
121,experiment,shock,Josie went on vacation to France,stim,,yes,2233,31,F,Sandra,Is Manuel shocked that Josie went on vacation to France?,
121,experiment,resent,Jayden rented a car,stim,,yes,2119,32,F,Linda,Did Brenda resent that Jayden rented a car?,
121,experiment,write,Danielle painted her room,stim,,no,3134,33,M,William,Did Justin write that Danielle painted her room?,
121,experiment,suppose,Louis went swimming,stim,,no,3378,34,F,Donna,Did Stephanie suppose that Louis went swimming?,
121,experiment,pray,Olivia left her job,stim,,no,2351,35,M,Steven,Did Colby pray that Olivia left her job?,
121,experiment,offend,Tony had a drink last night,stim,,yes,2347,36,M,George,Is Heather offended that Tony had a drink last night?,
121,experiment,embarrass,Valerie booked the venue,stim,,yes,1951,37,F,Michelle,Is Andrew embarrassed that Valerie booked the venue?,
121,experiment,testify,Lucas bought new shoes,stim,,no,2141,38,M,Logan,Did Rebecca testify that Lucas bought new shoes?,
121,experiment,,Hendrick's car was expensive,control,,no,2794,39,F,Helen,Was Hendrick's car expensive?,
121,experiment,compute,Danny ate the last cupcake,stim,,no,2978,40,F,Karen,Did Catherine compute that Danny ate the last cupcake?,
121,experiment,think,Grace visited her sister,stim,,no,2203,41,F,Carol,Did Kevin think that Grace visited her sister?,
147,experiment,,,,,5f6fcda9b8137d5a07adf029,0,1,,,,
147,experiment,,,,Susan,Susan,0,2,,,bot_check,
147,experiment,think,Fred missed the train,stim,,no,3351,9,F,Donna,Did Nicole think that Fred missed the train?,
147,experiment,scream,Olivia left her job,stim,,no,3274,10,F,Ashley,Did Bobby scream that Olivia left her job?,
147,experiment,offend,Mia drank 2 cocktails last night,stim,,yes,5449,11,F,Karen,Is Kevin offended that Mia drank 2 cocktails last night?,
147,experiment,envision,Emilia looked after the kids,stim,,no,4823,12,M,Matthew,Did Alan envision that Emilia looked after the kids?,
147,experiment,,Todd played football in high school,control,,no,3128,13,F,Betty,Did Todd play football in high school?,
147,experiment,ignore,Audrey went to a party,stim,,yes,4503,14,F,Michelle,Did Colby ignore that Audrey went to a party?,
147,experiment,embarrass,Frank got a cat,stim,,yes,3055,15,M,George,Is Heather embarrassed that Frank got a cat?,
147,experiment,squeal,Emma studied on Saturday morning,stim,,yes,5672,16,M,Paul,Did Ray squeal that Emma studied on Saturday morning?,
147,experiment,pray,Molly attended a conference last week,stim,,yes,3601,17,F,Nancy,Did Andrew pray that Molly attended a conference last week?,
147,experiment,joke,Allen went to the museum,stim,,no,3743,18,M,David,Did Kaitlin joke that Allen went to the museum?,
147,experiment,,Vanessa is good at math,control,,no,2103,19,M,Christopher,Is Vanessa good at math?,
147,experiment,compute,Owen shoveled snow last winter,stim,,no,6694,20,M,Kenneth,Did Amanda compute that Owen shoveled snow last winter?,
147,experiment,enjoy,Sophia got a tattoo,stim,,yes,2023,21,M,Steven,Did Jerry enjoy that Sophia got a tattoo?,
147,experiment,trouble,Grace visited her sister,stim,,yes,2159,22,F,Lisa,Is Eli troubled that Grace visited her sister?,
147,experiment,whine,Jason made a cake,stim,,no,4768,23,F,Helen,Did Anna whine that Jason made a cake?,
147,experiment,charm,Mary planted a tree,stim,,yes,2464,24,F,Carol,Is Tim charmed that Mary planted a tree?,
147,experiment,,Madison had a baby,control,,no,2024,25,F,Dorothy,Did Madison have a baby?,
147,experiment,irritate,Lucas bought new shoes,stim,,yes,6848,26,F,Sarah,Is Cynthia irritated that Lucas bought new shoes?,
147,experiment,fantasize,Dylan argued with his parents,stim,,no,2333,27,F,Linda,Did Stephanie fantasize that Dylan argued with his parents?,
147,experiment,anticipate,Natasha got a promotion,stim,,no,2240,28,M,James,Did Ben anticipate that Natasha got a promotion?,
147,experiment,expose,Valerie booked the venue,stim,,yes,2338,29,F,Jessica,Did Brian expose that Valerie booked the venue?,
147,experiment,shout,Emily bought a car yesterday,stim,,no,2040,30,F,Susan,Did Manuel shout that Emily bought a car yesterday?,
147,experiment,pain,Danny ate the last cupcake,stim,,yes,2656,31,F,Sandra,Is Catherine pained that Danny ate the last cupcake?,
147,experiment,murmur,Charley spilled the wine,stim,,no,1775,32,M,William,Did Kathleen murmur that Charley spilled the wine?,
